631	576	1023	702

516	606	1023	621

398	511	362	1023

720	532	588	789

568	467	527	254

265	629	1023	738

143	45	123	324

46	39	35	146

432	434	451	1023

1023	459	471	463

1023	453	438	430

244	332	297	277

211	167	1023	324

404	319	560	1023

885	575	693	1023

11	2	103	92

450	648	522	1023

15	10	96	29

505	566	553	665

