(32.71213909867986, ' ', 6.8455046473250905, ' ', 5.469915520071064, ' ', 6.946553621194523)
(27.552352964219587, ' ', 7.826140549848391, ' ', 7.4700827419924565, ' ', 30.367464408645457)
(23.2232625511157, ' ', 18.254836204958746, ' ', 22.41149249968905, ' ', 23.08126034694812)
(39.85481337448929, ' ', 20.40082031452973, ' ', 20.71428080564812, ' ', 19.800801013540717)
(23.184060942312577, ' ', 17.944061249858354, ' ', 17.300262180790963, ' ', 26.459191936676124)
(15.089673055261906, ' ', 12.450199160187148, ' ', 11.81243618388793, ' ', 12.575924547330956)
(20.71991063453907, ' ', 9.99697445696002, ' ', 10.360987415919574, ' ', 30.7598075534249)
(24.20420046308327, ' ', 13.27055138245623, ' ', 12.450926385138672, ' ', 7.397781624677876)
(23.419311997892137, ' ', 12.894394123252807, ' ', 14.228587287602371, ' ', 12.158344937215094)
(3.317556947219484, ' ', 2.0038476772726357, ' ', 2.292461364622842, ' ', 39.34232581573599)
(26.17126916973272, ' ', 4.587069495773661, ' ', 3.5471627544211635, ' ', 38.26725236640651)
(34.54933522142007, ' ', 9.861027515307844, ' ', 10.29028757169472, ' ', 12.72785069099871)
(32.47294707592313, ' ', 11.494773766029441, ' ', 11.989716795927368, ' ', 39.34232581573599)
