(1.8973040677234323, ' ', 0.39703926954485524, ' ', 0.31725510016412173, ' ', 0.4029001100292824)
(1.5980364719247362, ' ', 0.4539161518912067, ' ', 0.4332647990355625, ' ', 1.7613129357014365)
(1.3469492279647106, ' ', 1.0587804998876074, ' ', 1.299866564981965, ' ', 1.338713100122991)
(2.3115791757203787, ' ', 1.1832475782427245, ' ', 1.201428286727591, ' ', 1.1484464587853616)
(1.3446755346541295, ' ', 1.0407555524917846, ' ', 1.003415206485876, ' ', 1.5346331323272153)
(0.8752010372051906, ' ', 0.7221115512908547, ' ', 0.6851212986655, ' ', 0.7294036237451955)
(1.2017548168032661, ' ', 0.5798245185036812, ' ', 0.6009372701233353, ' ', 1.7840688380986442)
(1.40384362685883, ' ', 0.7696919801824613, ' ', 0.722153730338043, ' ', 0.4290713342313168)
(1.358320095877744, ' ', 0.7478748591486628, ' ', 0.8252580626809376, ' ', 0.7051840063584756)
(0.19241830293873008, ' ', 0.11622316528181287, ' ', 0.13296275914812483, ' ', 2.2818548973126873)
(1.517933611844498, ' ', 0.2660500307548723, ' ', 0.2057354397564275, ' ', 2.2195006372515778)
(2.0038614428423642, ' ', 0.571939595887855, ' ', 0.5968366791582937, ' ', 0.7382153400779252)
(1.8834309304035415, ' ', 0.6666968784297076, ' ', 0.6954035741637874, ' ', 2.2818548973126873)
